#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
generateCandidateSV_0049		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 49 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0049.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0049.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0049.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0049.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0050		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 50 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0050.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0050.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0050.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0050.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0051		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 51 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0051.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0051.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0051.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0051.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0052		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 52 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0052.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0052.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0052.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0052.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0053		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 53 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0053.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0053.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0053.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0053.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0054		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 54 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0054.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0054.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0054.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0054.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0055		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 55 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0055.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0055.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0055.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0055.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0056		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 56 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0056.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0056.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0056.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0056.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0057		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 57 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0057.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0057.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0057.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0057.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0058		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 58 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0058.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0058.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0058.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0058.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0059		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 59 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0059.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0059.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0059.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0059.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0060		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 60 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0060.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0060.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0060.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0060.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0061		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 61 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0061.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0061.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0061.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0061.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0062		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 62 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0062.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0062.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0062.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0062.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0063		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 63 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0063.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0063.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0063.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0063.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0064		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 64 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0064.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0064.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0064.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0064.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0065		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 65 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0065.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0065.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0065.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0065.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0066		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 66 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0066.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0066.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0066.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0066.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0067		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 67 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0067.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0067.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0067.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0067.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0068		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 68 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0068.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0068.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0068.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0068.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0069		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 69 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0069.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0069.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0069.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0069.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0070		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 70 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0070.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0070.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0070.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0070.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0071		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 71 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0071.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0071.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0071.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0071.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0072		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 72 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0072.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0072.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0072.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0072.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0073		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 73 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0073.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0073.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0073.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0073.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
generateCandidateSV_0074		command	1	2048	0	0	makeHyGenDir		/apps/lab/miket/manta/0.29.5/libexec/GenerateSVCandidates --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --graph-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin --bin-index 74 --bin-count 256 --min-candidate-sv-size 8 --min-candidate-spanning-count 3 --min-scored-sv-size 51 --ref /PHShome/hw878/Rawdata/manta_practice.fa --candidate-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/candidateSV.0074.vcf --diploid-output-file /PHShome/hw878/Software/Manta/workspace/svHyGen/diploidSV.0074.vcf --min-qual-score 10 --min-pass-qual-score 20 --min-pass-gt-score 15 --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt --edge-runtime-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeRuntimeLog.0074.txt --edge-stats-log /PHShome/hw878/Software/Manta/workspace/svHyGen/edgeStats.0074.xml --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam
